TestCaseID,NumTests_GivenCode,NumTests_GeneratedCode_GeminiPro,TotalTests_GeminiPro,PassedTests_FromGivenCode_GeminiPro,PassedTests_FromGeneratedCode_GeminiPro,TotalPassedTests_GeminiPro,NumTests_GeneratedCode_Codex,TotalTests_Codex,PassedTests_FromGivenCode_Codex,PassedTests_FromGeneratedCode_Codex,TotalPassedTests_Codex,NumTests_GeneratedCode_ChatGPT,TotalTests_ChatGPT,PassedTests_FromGivenCode_ChatGPT,PassedTests_FromGeneratedCode_ChatGPT,TotalPassedTests_ChatGPT,NumTests_GeneratedCode_Falcon,TotalTests_Falcon,PassedTests_FromGivenCode_Falcon,PassedTests_FromGeneratedCode_Falcon,TotalPassedTests_Falcon
1761a5c4-9e22-4cda-8686-944832778c97,16,14,30,0,14,14,14,30,0,14,14,14,30,0,14,14,1,17,0,0,0
18299b58-921d-4a75-8734-80e8e748b290,2,4,6,2,4,6,2,4,0,2,2,4,6,2,4,6,1,3,0,0,0
18462f9a-0691-44ce-87ea-8f230e28530c,2,3,5,0,0,0,3,5,0,0,0,3,5,0,0,0,1,3,0,0,0
186ebb96-c151-4685-a0a0-1cd4cea7695d,2,2,4,2,2,4,2,4,0,2,2,2,4,2,2,4,2,4,2,2,4
1a392ea6-e44c-44fc-a596-2fbb0c336eb2,2,1,3,2,1,3,2,4,2,2,4,1,3,2,1,3,2,4,2,2,4
1a83f2ae-decd-4165-8e0e-05542edb978a,7,5,12,0,0,0,5,12,0,0,0,5,12,0,0,0,1,8,0,0,0
1a8d38cf-b76c-4d08-bfc4-d505e74ea07e,2,10,12,2,10,12,10,12,2,10,12,10,12,2,10,12,10,12,2,10,12
1abbc779-e5ca-4e21-8983-0d83d746df54,1,2,3,1,2,3,2,3,1,2,3,6,7,1,6,7,1,2,1,1,2
1bef3a19-59c9-4e8a-bf48-71d63297b773,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,1,3,0,0,0
1bf6632a-fdef-4429-9dcb-dc0dbc00962a,2,3,5,2,3,5,3,5,2,3,5,3,5,2,3,5,2,4,2,2,4
1bfda0de-dee2-4e02-8f70-e2fcdc4d8912,1,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0
1c14311b-7a5a-4175-8123-d475585edcc9,1,5,6,1,5,6,5,6,1,5,6,2,3,1,2,3,2,3,1,2,3
1c501298-d990-4baa-8771-77f003302b13,3,3,6,3,3,6,3,6,3,3,6,9,12,0,3,3,1,4,0,0,0
1c9ffadc-1396-4e26-8d64-8d68b066e77d,1,7,8,0,0,0,7,8,0,0,0,7,8,0,0,0,1,2,0,0,0
1d86ca66-c941-4d3e-b4e6-b2f745a90bf3,2,2,4,0,0,0,2,4,0,0,0,2,4,0,0,0,1,3,0,0,0
1dda9b70-e78b-4a85-8cb6-2af20a040d45,4,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8
1e0ea0ae-a20f-4b6f-87e2-dae6049e33c0,3,2,5,3,2,5,2,5,3,2,5,2,5,3,2,5,1,4,0,0,0
1e34fe6a-cfb4-434f-8437-f5e0353af514,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
1e3c579c-dad5-49db-8a39-d9685c256160,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,1,3,0,0,0
1ea56590-e9fb-4c0d-8b26-71296a16f99f,2,2,4,0,2,2,2,4,0,2,2,2,4,0,2,2,2,4,0,2,2
1ec299d0-3de0-4921-a5e5-84ac5782a9a6,9,9,18,9,9,18,9,18,9,9,18,9,18,9,9,18,9,18,9,9,18
1f032965-b033-42c7-bf5a-9eb1c365af9d,1,6,7,1,6,7,6,7,1,6,7,5,6,1,5,6,1,2,1,1,2
1f3d293c-ee9b-4a29-982e-045a291c1714,5,2,7,0,0,0,2,7,0,0,0,2,7,0,0,0,1,6,0,0,0
1faace01-7239-4269-a108-a7505603a9b1,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
2029fb0f-db1d-4448-aef9-b21c7bcd452b,9,10,19,9,10,19,10,19,9,10,19,10,19,9,10,19,1,10,0,0,0
202f548c-ec95-45e9-a866-5dd01934e351,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,1,3,0,0,0
2058aa13-e1b5-441d-a2a2-3914d62c4acd,4,5,9,4,5,9,5,9,4,5,9,5,9,4,5,9,5,9,4,5,9
208ac9cc-ca95-4f7b-9daf-f322f287eace,4,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8
20cfa6e8-dd07-4f78-9686-4576268d2ced,2,2,4,0,0,0,2,4,0,0,0,2,4,0,0,0,1,3,0,0,0
2106cd73-fd96-4889-b5a3-658448e6512e,3,3,6,0,0,0,3,6,0,0,0,3,6,0,0,0,3,6,0,0,0
2169202f-089b-43dd-9e14-b46054a90acb,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,1,3,0,0,0
21b548d2-14db-4d62-a14c-19c19102d875,2,2,4,0,2,2,2,4,0,2,2,2,4,0,2,2,2,4,0,2,2
21d0e7c3-25c0-4d3a-8d4f-1ba6ad449f25,6,5,11,6,5,11,5,11,6,5,11,5,11,6,5,11,5,11,6,5,11
21e08b6b-6628-41de-a2dd-ea5971db0a5c,7,12,19,7,12,19,12,19,7,12,19,12,19,7,12,19,1,8,0,0,0
21e6c41c-c9c7-480e-a3c4-7d9bfb0d2765,2,38,40,2,38,40,38,40,2,38,40,38,40,2,38,40,1,3,0,0,0
2251fb40-a480-4c2e-ae8a-32047d58f39f,2,3,5,0,2,2,3,5,0,2,2,3,5,0,2,2,3,5,0,2,2
22571a54-10da-4069-a694-a4e3b87daf9f,2,5,7,2,5,7,5,7,2,5,7,5,7,2,5,7,2,4,2,2,4
2260319b-7866-400c-87ae-57ae69a63cfa,2,7,9,2,7,9,2,4,0,0,0,7,9,2,7,9,2,4,0,0,0
2305bdfd-b4dd-489f-b5eb-5a9a8e61fe14,2,5,7,2,5,7,5,7,2,5,7,5,7,2,5,7,2,4,2,2,4
23094f8e-ab52-4130-8a22-17c40e1d123e,3,5,8,3,5,8,5,8,3,5,8,5,8,3,5,8,1,4,0,0,0
2376c69f-3a0f-41fd-afef-c4dbf6647c70,2,6,8,2,6,8,6,8,2,6,8,6,8,2,6,8,6,8,2,6,8
23a9050b-44d9-4d7b-8f43-bf4f777d6c26,2,4,6,2,4,6,2,4,0,0,0,4,6,2,4,6,1,3,0,0,0
24ef5470-98c5-406c-afd6-8cfa624d79df,2,2,4,0,0,0,2,4,0,0,0,2,4,0,0,0,1,3,0,0,0
25292642-956c-499b-8b24-4330ac89b675,6,6,12,6,6,12,6,12,6,6,12,6,12,6,6,12,6,12,6,6,12
25428e20-4300-4923-a83f-500b36cb1620,1,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0
25797950-c7db-43a3-ba9e-03a79e9f3979,2,2,4,2,2,4,13,15,0,13,13,2,4,2,2,4,1,3,0,0,0
25ffebbf-ebe8-4ddf-885a-9338cfe336ed,3,6,9,2,3,5,6,9,2,3,5,2,5,2,0,2,1,4,0,0,0
26148308-9b0d-4d6f-bc91-c33279c47085,3,4,7,3,4,7,4,7,3,4,7,4,7,3,4,7,1,4,0,0,0
261772ec-d399-4d12-9972-7773fcd0643a,3,6,9,3,6,9,6,9,3,6,9,6,9,3,6,9,1,4,0,0,0
26563800-2f28-482b-8dad-705f2c6f3970,2,5,7,2,5,7,5,7,2,5,7,5,7,2,5,7,1,3,0,0,0
2693220b-1d90-4d41-9801-4fe835c8c504,10,10,20,0,0,0,2,12,0,0,0,10,20,0,0,0,1,11,0,0,0
26d0e96c-7b77-4ba8-a267-27883c234695,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,1,3,0,0,0
27187d2f-0403-435d-a913-4bc2706f8cfe,4,4,8,4,4,8,1,5,0,0,0,4,8,4,4,8,1,5,0,0,0
2740c818-3379-41f4-81d0-a383796ef0d8,8,7,15,8,7,15,7,15,8,7,15,7,15,8,7,15,1,9,0,0,0
27426f13-b835-487b-a4b6-73c908ac3868,2,3,5,0,0,0,3,5,0,0,0,3,5,0,0,0,1,3,0,0,0
2799dffd-c924-427c-ae47-a6a10f3c6793,6,6,12,0,0,0,6,12,0,0,0,6,12,0,0,0,1,7,0,0,0
280651fa-ada6-4845-b4e3-d2336ad8ad61,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
2864aee3-f444-4ddb-9cee-3cbd0aeca0b9,2,5,7,0,0,0,5,7,0,0,0,5,7,0,0,0,1,3,0,0,0
28bf7cc1-2204-48bb-9cdc-3c0cd6e9c525,2,12,14,2,12,14,12,14,2,12,14,2,4,2,2,4,2,4,2,2,4
28d4299c-fd33-46ab-9227-94791ee0b0cd,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
28ffbe2d-f012-461f-959a-10bd5fc7f9e4,2,2,4,2,2,4,2,4,2,2,4,2,4,1,2,3,2,4,2,2,4
2906d857-ba76-442e-b4b8-7622d8e27143,6,6,12,6,6,12,6,12,6,6,12,6,12,6,6,12,1,7,0,0,0
291c833e-8786-4427-aa1f-229dec1bcae7,1,5,6,0,5,5,5,6,0,5,5,5,6,0,5,5,1,2,0,0,0
29d499d0-426d-4371-9ab2-761779dee1bc,2,8,10,0,2,2,8,10,0,2,2,8,10,0,2,2,8,10,0,2,2
2a000c65-4c30-4190-b603-14ef6c67dced,2,2,4,2,2,4,3,5,2,3,5,2,4,2,2,4,1,3,0,0,0
2a8bb08e-2a62-4b5e-8589-cd02cdfafa35,2,4,6,2,4,6,4,6,2,4,6,4,6,2,4,6,2,4,2,2,4
2a921c76-c613-4982-be86-80ff078ebe4f,2,6,8,2,6,8,6,8,2,6,8,2,4,0,2,2,1,3,0,0,0
2afda377-4d5b-4fd7-8995-e7ae8fb5b542,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,1,3,0,0,0
2b08903e-d35c-4f02-a3af-235162434bc9,3,1,4,2,1,3,1,4,2,1,3,1,4,2,1,3,1,4,0,0,0
2b214aab-2b42-4b2c-8ce7-97c300f804e1,2,6,8,0,6,6,6,8,0,6,6,6,8,0,6,6,6,8,0,6,6
2b58e559-4423-4aff-9a74-a5254aa11c4d,1,7,8,1,7,8,7,8,1,7,8,5,6,1,5,6,1,2,1,1,2
2b7246da-7107-4053-9408-643bf768a75b,3,3,6,3,3,6,3,6,3,3,6,3,6,0,3,3,1,4,0,0,0
2b7792d9-011e-432a-a846-8d11c2e6c505,2,1,3,2,1,3,1,3,2,1,3,1,3,2,1,3,2,4,2,2,4
2b8b7dd0-b1b5-43fd-908d-832e3d4c014b,2,3,5,2,3,5,2,4,2,2,4,7,9,2,7,9,2,4,2,2,4
2ba3e132-b81c-46c8-bd7d-8fea6fd51cd5,8,8,16,8,8,16,8,16,8,8,16,8,16,8,8,16,8,16,8,8,16
2bfe82f1-f120-42ee-94a8-e3d93ac7a389,2,5,7,2,5,7,5,7,2,5,7,5,7,2,5,7,2,4,2,2,4
2bff7612-1c31-43fb-ae17-394d1fd90c57,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
2c154d4a-bc8d-4d74-af91-6e6462e3a1c4,2,6,8,2,6,8,1,3,2,1,3,2,4,2,2,4,2,4,2,2,4
2c67b7d0-a0cf-489f-803a-b8436a088059,2,5,7,2,5,7,5,7,2,5,7,5,7,2,5,7,1,3,0,0,0
2d7126c3-ab27-4264-8820-fb979b16faea,4,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8
2d7460bf-bc12-4675-bad9-3a947e85e7e3,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
2dbef409-1f1e-49ad-89ae-f023fe9d55dd,7,7,14,7,7,14,7,14,7,7,14,7,14,7,7,14,1,8,0,0,0
2de21bf6-dfff-48c5-a117-d5f6c91df49c,2,3,5,2,3,5,2,4,0,0,0,3,5,2,3,5,1,3,0,0,0
2e1c2d07-2d5f-4baf-95bd-1bf2ae366289,2,2,4,0,2,2,2,4,0,2,2,2,4,0,2,2,2,4,0,2,2
2e83d4ae-f891-447d-8095-0c1841473273,2,2,4,2,2,4,6,8,0,0,0,2,4,2,2,4,1,3,0,0,0
2ef6966f-5d01-4f9f-90a9-992e4880dc1d,2,7,9,2,7,9,9,11,2,9,11,7,9,2,7,9,2,4,2,2,4
2fac173f-c2b4-4dd4-a7e0-851afe5237ee,3,1,4,3,1,4,1,4,3,1,4,5,8,2,1,3,1,4,0,0,0
2fbd8e0c-b5ea-4878-949c-db6355dd2a5e,2,2,4,1,2,3,2,4,2,2,4,2,4,1,2,3,2,4,2,2,4
2ff90575-9915-4f8a-893c-f54ec4455d37,4,9,13,0,0,0,9,13,0,0,0,9,13,0,0,0,1,5,0,0,0
3032e418-5460-4cb1-8c48-89c014602b4d,4,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8
306d23e8-4308-441f-abc8-58e82a9cb777,6,5,11,0,0,0,5,11,0,0,0,6,12,0,0,0,1,7,0,0,0
